,tipo_edicao,orgao,data_publicacao,url_versao_certificada,ementa
0,Ordinária,Ministério da Educação/Universidade Federal Rural da Amazônia,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=34,
1,Ordinária,Ministério da Educação/Instituto Benjamin Constant,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=29,
2,Ordinária,Ministério da Infraestrutura/Agência Nacional de Transportes Terrestres/Superintendência de Serviços de Transporte Rodoviário de Passageiros,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=50,
3,Ordinária,Ministério da Saúde/Agência Nacional de Vigilância Sanitária/4ª Diretoria/Gerência-Geral de Inspeção e Fiscalização Sanitária,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=111,
4,Ordinária,Ministério da Economia/Secretaria Especial da Receita Federal do Brasil/Subsecretaria-Geral da Receita Federal do Brasil/Superintendência Regional da Receita Federal do Brasil 2ª Região Fiscal/Alfândega da Receita Federal do Brasil no Porto de Manaus,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=26,Habilita a empresa mencionada ao procedimento simplificado de internação.
5,Ordinária,"Ministério da Saúde/Agência Nacional de Vigilância Sanitária/5ª Diretoria/Gerência-Geral de Portos, Aeroportos, Fronteiras e Recintos Alfandegados",2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=116,
6,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=73,"Renova a qualificação das Unidades Móveis, destinadas ao Serviço de Atendimento Móvel de Urgência (SAMU 192) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado de Santa Catarina e Município de Palhoça."
7,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=82,"Renova a qualificação da Central de Regulação das Urgências (CRU) e das Unidades Móveis destinadas ao Serviço de Atendimento Móvel de Urgência (SAMU 192), deduz e altera os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada incorporados ao limite financeiro de Média e Alta Complexidade (MAC) do Estado do Rio Grande do Sul e Município de Caxias do Sul, especifica os valores da habilitação e qualificação e determina devolução de recursos."
8,Ordinária,Ministério da Infraestrutura/Agência Nacional de Aviação Civil/Superintendência de Infraestrutura Aeroportuária/Gerência de Certificação e Segurança Operacional,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=38,
9,Ordinária,"Ministério da Saúde/Agência Nacional de Vigilância Sanitária/3ª Diretoria/Gerência de Produtos de Higiene, Perfumes, Cosméticos e Saneantes",2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=109,
10,Ordinária,Ministério da Infraestrutura/Agência Nacional de Aviação Civil/Superintendência de Infraestrutura Aeroportuária/Gerência de Certificação e Segurança Operacional,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=38,
11,Ordinária,Ministério da Saúde/Agência Nacional de Vigilância Sanitária/4ª Diretoria/Gerência-Geral de Inspeção e Fiscalização Sanitária/Coordenação de Autorização de Funcionamento de Empresas,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=115,
12,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=69,"Renova a qualificação da Central de Regulação das Urgências (CRU) e das Unidades Móveis destinadas ao Serviço de Atendimento Móvel de Urgência (SAMU 192), deduz e altera os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada incorporados ao limite financeiro de Média e Alta Complexidade (MAC) do Estado de Rondônia e Municípios, a título de incentivo e especifica os valores da Habilitação e Qualificação."
13,Ordinária,Ministério de Minas e Energia/Agência Nacional de Mineração/Gerência Regional da ANM no Estado de Mato Grosso do Sul,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=57,
14,Ordinária,Ministério do Turismo/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=120,Aprova o Regimento Interno do Ministério do Turismo.
15,Ordinária,Ministério da Educação/Universidade Federal de Uberlândia,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=35,
16,Ordinária,Ministério da Economia/Fundação Escola Nacional de Administração Pública,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=27,
17,Ordinária,Ministério da Economia/Instituto de Pesquisa Econômica Aplicada,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=28,"Permuta do Cargo Comissionado Executivo - CCE por Função Comissionada Executiva - FCE de mesmo nível e categoria da Estrutura Regimental e Quadro Demonstrativo dos Cargos em Comissão e das Funções de Confiança do Instituto de Pesquisa Econômica Aplicada - IPEA, aprovada pelo Decreto n° 11.194, de 08 de setembro de 2022."
18,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=69,"Renova a qualificação da Unidade de Pronto Atendimento (UPA 24h, Dr. Olavo Cavalcante Cardoso) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado do Ceará e Município de Crateús."
19,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=89,
20,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=64,"Renova a qualificação da Unidade de Pronto Atendimento (UPA 24h, Barcarena) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado do Pará e Município de Barcarena."
21,Ordinária,Ministério da Saúde/Agência Nacional de Vigilância Sanitária/4ª Diretoria/Gerência-Geral de Inspeção e Fiscalização Sanitária,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=111,
22,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=64,"Renova a qualificação da Unidade de Pronto Atendimento (UPA 24h, Olavo Narakevitz) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado de São Paulo e Município de Rio Claro."
23,Ordinária,Ministério da Infraestrutura/Agência Nacional de Aviação Civil/Superintendência de Infraestrutura Aeroportuária,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=37,
24,Ordinária,Ministério da Educação/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=28,Publica listagem complementar dos atos normativos inferiores a decretos vigentes no âmbito do Ministério da Educação - MEC.
25,Ordinária,Ministério da Saúde/Agência Nacional de Saúde Suplementar,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=92,Dispõe sobre a Nota Técnica de Registro de Produto.
26,Ordinária,Ministério de Minas e Energia/Secretaria de Planejamento e Desenvolvimento Energético,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=56,
27,Ordinária,"Ministério de Minas e Energia/Agência Nacional do Petróleo, Gás Natural e Biocombustíveis/Diretoria I/Superintendência de Pesquisa e Desenvolvimento Tecnológico",2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=58,
28,Ordinária,Ministério da Economia/Secretaria Especial da Receita Federal do Brasil/Subsecretaria-Geral da Receita Federal do Brasil/Superintendência Regional da Receita Federal do Brasil 6ª Região Fiscal/Alfândega da Receita Federal do Brasil em Belo Horizonte,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=26,Inclusão de interessados no Cadastro de Despachante Aduaneiro
29,Ordinária,Ministério da Saúde/Agência Nacional de Vigilância Sanitária/4ª Diretoria/Gerência-Geral de Inspeção e Fiscalização Sanitária,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=111,
30,Ordinária,Ministério do Turismo/Secretaria Especial de Cultura/Secretaria Nacional de Fomento e Incentivo à Cultura,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=145,
31,Ordinária,Ministério do Trabalho e Previdência/Secretaria de Trabalho/Subsecretaria de Relações do Trabalho/Coordenação-Geral de Registro Sindical,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=118,
32,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=74,Renova a qualificação da Unidade de Suporte Básico (USB) destinada ao Serviço de Atendimento Móvel de Urgência (SAMU 192) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada incorporados ao limite financeiro de Média e Alta Complexidade (MAC) do Estado de Pernambuco e Municípios.
33,Ordinária,Ministério da Saúde/Agência Nacional de Vigilância Sanitária/3ª Diretoria/Gerência-Geral de Toxicologia,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=108,
34,Ordinária,Ministério das Comunicações/Agência Nacional de Telecomunicações/Superintendência de Outorga e Recursos à Prestação/Gerência de Outorga e Licenciamento de Estações,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=18,
35,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=80,"Renova a qualificação da Unidade de Pronto Atendimento (UPA 24h) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado de Rondônia e Município de Ariquemes."
36,Ordinária,Ministério da Infraestrutura/Agência Nacional de Aviação Civil/Superintendência de Regulação Econômica de Aeroportos,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=38,"Estabelece os prazos e os modelos de documentos, aplicáveis às Concessionárias de Serviço Público de Infraestrutura Aeroportuária, para apresentação dos cadastros e dos resultados dos Indicadores de Qualidade de Serviço (IQS), do Plano de Qualidade de Serviço (PQS), do Relatório de Qualidade de Serviço (RQS), do Parecer de Auditoria Independente e do Relatório de controle e gestão do Sistema de Registro e Tratamento das Demandas Relacionado à Prestação do Serviço, em conformidade com o disposto nos Contratos de Concessão e na Resolução nº 372, de 15 de dezembro de 2015."
37,Ordinária,Ministério da Educação/Secretaria de Regulação e Supervisão da Educação Superior,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=30,
38,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=68,"Renova a qualificação da Unidade de Pronto Atendimento (UPA 24h, Geisel) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado de São Paulo e Município de Bauru."
39,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=79,"Renova a qualificação da Unidade de Suporte Básico (USB) destinadas ao Serviço de Atendimento Móvel de Urgência (SAMU 192) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado de Santa Catarina e Município de Sombrio."
40,Ordinária,Ministério da Saúde/Agência Nacional de Vigilância Sanitária/4ª Diretoria/Gerência-Geral de Inspeção e Fiscalização Sanitária,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=112,
41,Ordinária,Ministério do Turismo/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=120,"Altera a Instrução Normativa nº 2, de 29 de janeiro de 2021, que dispõe sobre normas internas do Ministério do Turismo a serem atendidas nas cessões de servidores disciplinadas no art. 93 da Lei nº 8.112, de 11 de dezembro de 1990, no Decreto nº 9.144, de 22 de agosto de 2017, e na Portaria nº 357, de 2 de setembro de 2019, da Secretaria Especial de Desburocratização, Gestão e Governo Digital do Ministério da Economia."
42,Ordinária,Ministério da Saúde/Agência Nacional de Vigilância Sanitária/3ª Diretoria/Gerência-Geral de Tecnologia de Produtos para Saúde,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=104,
43,Ordinária,Ministério da Cidadania/Conselho Nacional do Esporte,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=17,Aprova critérios para a concessão de Bolsa Atleta aos atletas das modalidades não Olímpicas e não Paralímpicas.
44,Ordinária,Ministério da Infraestrutura/Agência Nacional de Transportes Terrestres/Superintendência de Serviços de Transporte Rodoviário de Passageiros,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=50,
45,Ordinária,Ministério da Infraestrutura/Agência Nacional de Aviação Civil/Superintendência de Infraestrutura Aeroportuária/Gerência de Certificação e Segurança Operacional,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=38,
46,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=84,"Estabelece a suspensão temporária da transferência a Estados e Municípios, de recursos incluídos no Bloco de Atenção de Média e Alta Complexidade (MAC), destinados ao custeio de Equipes Multiprofissionais de Atenção Domiciliar e Equipes Multiprofissionais de Apoio (Programa Melhor em Casa)."
47,Ordinária,"Ministério da Ciência, Tecnologia e Inovações/Secretaria de Empreendedorismo e Inovação",2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=17,"Reconhece investimentos em atividades de pesquisa, desenvolvimento e inovação (PD&I) decorrentes de tecnologias desenvolvidas no País, de acordo com o Decreto nº 10.356, de 20 de maio de 2020, e a Portaria MCTI nº 4.514, de 2 de março de 2021, e reconhece a condição de bens e produtos desenvolvidos no País, de acordo com a Portaria MCT nº 950, de 12 de dezembro de 2006."
48,Ordinária,Ministério da Saúde/Agência Nacional de Vigilância Sanitária/3ª Diretoria/Gerência-Geral de Registro e Fiscalização de Produtos Fumígenos Derivados ou Não do Tabaco,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=99,
49,Ordinária,Ministério da Justiça e Segurança Pública/Secretaria Nacional do Consumidor,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=54,
50,Ordinária,Ministério da Educação/Universidade Federal Rural da Amazônia,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=34,
51,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=76,"Renova a qualificação da Unidade de Pronto Atendimento (UPA 24h) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado do Rio Grande do Sul e Município de Cachoeira do Sul."
52,Ordinária,Ministério da Educação/Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=32,Dispõe sobre o macro cronograma do Estudo Internacional de Tendências em Matemática e Ciência - TIMSS 2023.
53,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=72,"Renova a qualificação das Unidades Móveis destinadas ao Serviço de Atendimento Móvel de Urgência (SAMU 192) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado de Pernambuco e Município de Garanhuns."
54,Ordinária,Ministério da Saúde/Agência Nacional de Vigilância Sanitária/4ª Diretoria/Gerência-Geral de Inspeção e Fiscalização Sanitária,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=110,
55,Ordinária,Ministério da Educação/Universidade Federal do Rio de Janeiro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=34,Delega competências ao Diretor do Hospital Universitário Clementino Fraga Filho.
56,Ordinária,Ministério da Infraestrutura/Agência Nacional de Aviação Civil,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=37,
57,Ordinária,Ministério da Educação/Universidade Federal Rural da Amazônia,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=34,
58,Ordinária,Ministério de Minas e Energia/Agência Nacional de Energia Elétrica/Superintendência de Fiscalização dos Serviços de Geração,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=56,
59,Ordinária,Ministério da Educação/Universidade Federal Rural da Amazônia,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=34,
60,Ordinária,Ministério da Infraestrutura/Secretaria Nacional de Trânsito,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=36,
61,Ordinária,"Ministério da Ciência, Tecnologia e Inovações/Secretaria de Empreendedorismo e Inovação",2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=18,"Reconhece investimentos em atividades de pesquisa, desenvolvimento e inovação (PD&I) decorrentes de tecnologias desenvolvidas no País, de acordo com o Decreto nº 10.356, de 20 de maio de 2020, e a Portaria MCTI nº 4.514, de 2 de março de 2021, e reconhece a condição de bens e produtos desenvolvidos no País, de acordo com a Portaria MCT nº 950, de 12 de dezembro de 2006."
62,Ordinária,Ministério da Saúde/Agência Nacional de Vigilância Sanitária/4ª Diretoria/Gerência-Geral de Inspeção e Fiscalização Sanitária/Coordenação de Autorização de Funcionamento de Empresas,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=113,
63,Ordinária,Ministério da Saúde/Secretaria de Atenção Especializada à Saúde,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=90,"Indefere a Concessão do CEBAS da Associação Evangélica Tocantinense, com sede em Guaraí (TO)."
64,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=83,"Renova a qualificação da Central de Regulação das Urgências (CRU), Aeromédico e das Unidades Móveis destinadas ao Serviço de Atendimento Móvel de Urgência (SAMU 192) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado do Paraná e Municípios."
65,Ordinária,Ministério do Trabalho e Previdência/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=118,
66,Ordinária,Ministério da Economia/Secretaria Especial da Receita Federal do Brasil/Subsecretaria-Geral da Receita Federal do Brasil/Superintendência Regional da Receita Federal do Brasil 6ª Região Fiscal/Alfândega da Receita Federal do Brasil em Belo Horizonte,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=26,Inclusão de interessados no Cadastro de Ajudante de Despachante Aduaneiro
67,Ordinária,Ministério das Comunicações/Agência Nacional de Telecomunicações/Superintendência de Outorga e Recursos à Prestação/Gerência de Outorga e Licenciamento de Estações,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=18,
68,Ordinária,Ministério do Turismo/Agência Nacional do Cinema/Superintendência de Fomento,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=145,
69,Ordinária,Ministério de Minas e Energia/Agência Nacional de Mineração/Gerência Regional da ANM no Estado do Espírito Santo,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=57,
70,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=73,"Renova a qualificação da Central de Regulação das Urgências (CRU) e das Unidades Móveis destinadas ao Serviço de Atendimento Móvel de Urgência (SAMU 192) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado de São Paulo e Município de Franca."
71,Ordinária,Ministério da Educação/Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=33,"Dispõe sobre o cronograma de divulgação dos Indicadores produzidos pela Diretoria de Avaliação da Educação Superior para o exercício de 2023, no âmbito do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira - Inep."
72,Ordinária,"Ministério da Ciência, Tecnologia e Inovações/Secretaria de Empreendedorismo e Inovação",2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=18,"Reconhece investimentos em atividades de pesquisa, desenvolvimento e inovação (PD&I) decorrentes de tecnologias desenvolvidas no País, de acordo com o Decreto nº 10.356, de 20 de maio de 2020, e a Portaria MCTI nº 4.514, de 2 de março de 2021, e reconhece a condição de bens e produtos desenvolvidos no País, de acordo com a Portaria MCT nº 950, de 12 de dezembro de 2006."
73,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=89,
74,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=72,"Renova a qualificação das Unidades Móveis destinadas ao Serviço de Atendimento Móvel de Urgência (SAMU 192) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado de São Paulo e Municípios."
75,Ordinária,Ministério da Saúde/Gabinete do Ministro,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=68,"Renova a qualificação das Unidades Móveis, destinadas ao Serviço de Atendimento Móvel de Urgência (SAMU 192) e mantém os recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde - Grupo de Atenção Especializada, incorporados ao limite financeiro de Média e Alta Complexidade (MAC), do Estado de São Paulo e Municípios."
76,Ordinária,Ministério de Minas e Energia/Agência Nacional de Energia Elétrica/Superintendência de Concessões e Autorizações de Geração,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=56,
77,Ordinária,Ministério da Infraestrutura/Agência Nacional de Aviação Civil/Superintendência de Infraestrutura Aeroportuária/Gerência de Certificação e Segurança Operacional,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=38,
78,Ordinária,Ministério do Turismo/Secretaria Especial de Cultura/Secretaria Nacional de Fomento e Incentivo à Cultura,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=145,
79,Ordinária,Ministério do Desenvolvimento Regional/Agência Nacional de Águas e Saneamento Básico/Superintendência de Regulação de Usos de Recursos Hídricos,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=20,
80,Ordinária,Ministério da Economia/Secretaria Especial da Receita Federal do Brasil/Subsecretaria-Geral da Receita Federal do Brasil/Superintendência Regional da Receita Federal do Brasil 8ª Região Fiscal/Delegacia da Receita Federal do Brasil em Campinas,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=26,Delega competência no âmbito da Delegacia da Receita Federal do Brasil em Campinas.
81,Ordinária,Ministério da Economia/Secretaria Especial do Tesouro e Orçamento/Secretaria do Tesouro Nacional,2023-01-02,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/01/2023&jornal=515&pagina=27,
